0352-0189	0337-0171	0286-0282	0191-0179	0333-0052	0238-0025	0092-0194	0108-0187	0150-0210	0385-0257	0467-0211	0424-0101	0394-0028	0303-0091	0236-0141	0241-0121	0265-0080	0249-0282	0215-0224	0150-0114	0113-0055	0056-0089	0480-0313	0428-0179	0362-0184	0040-0395	0483-0444	0473-0431	0453-0320	0500-0178	0457-0132	0359-0116	0309-0174	0242-0205	0207-0185	0139-0068	0257-0011	0216-0085	0171-0179	0389-0271	0359-0343	Average	Err
1363029.604	832620.515	1160958.347	1103166.187	929735.717	853676.513	1060636.155	950139.211	793641.465	532230.857	801201.571	801053.485	1250926.850	1559891.621	736571.225	390385.927	1585962.496	201926.255	299737.153	1242558.440	1489721.928	513320.565	801241.678	612960.944	917089.777	1399036.133	737686.499	760846.555	582216.101	1649368.046	871574.884	715206.713	1105069.711	665540.780	882341.980	919722.934	1453908.219	995532.242	917327.332	634990.300	2172726.075	957255.585	61499.733
1452933.319	855178.971	1310204.500	1123855.056	911150.906	879440.417	978292.546	982445.129	917861.059	514224.507	712078.394	780596.001	1361200.123	1585094.032	682618.506	368081.994	1565969.324	209472.478	266346.813	1308768.372	1514671.358	531151.062	764949.775	580372.737	841386.906	1217581.244	677143.947	779810.836	552708.394	1720066.839	843355.218	664066.089	1042802.573	680279.979	899462.898	829071.075	1391150.545	1033894.266	791978.581	633495.556	1999235.445	945230.433	61867.492
1521867.419	850375.427	1215398.516	1098748.284	843461.655	824093.221	1136328.228	1041758.257	890264.589	524223.407	724238.426	682434.941	1287160.136	1567829.656	715328.576	403880.277	1543842.786	204661.221	289599.423	1070809.365	1489998.047	612363.972	850913.781	567998.288	932996.697	1347910.934	633540.290	762012.733	585700.753	1834836.686	905918.528	679371.409	1137130.361	598909.728	893718.390	850451.012	1618542.990	1040629.100	889504.105	559580.517	2091152.206	959011.813	64265.743
1300925.977	816671.946	1351469.629	1145319.834	860698.265	802646.954	1028728.219	942154.899	892393.327	590222.008	756569.025	681655.946	1374910.432	1677356.327	686494.970	397924.437	1677923.991	229632.247	300417.424	1029383.808	1502560.688	606013.236	861099.331	625477.308	973064.797	1244070.153	721194.947	801267.902	633284.225	1847956.193	900803.386	656802.155	1130410.953	651475.682	859289.904	863175.623	1554921.480	1087583.206	895257.869	620456.262	2009382.431	965586.522	62749.094
1595611.233	748026.305	1358020.898	1030664.137	830997.738	787756.584	1053307.434	933683.138	844064.797	547327.931	816127.421	760666.075	1284290.967	1744806.481	668971.443	330970.989	1631199.727	210489.028	261384.385	1279436.518	1551119.060	602196.932	890722.731	542425.662	868569.969	1300352.143	712647.600	810473.924	653425.483	1890833.302	839276.679	650681.261	1121032.163	571751.347	855000.033	899968.859	1522097.261	1039577.071	775996.076	636353.927	2003977.286	962348.341	66317.081
1486029.029	774035.477	1399370.869	1055426.916	921135.922	880563.404	937200.184	922988.542	880089.837	578024.954	733560.140	779904.933	1315065.119	1717040.329	717218.217	382358.424	1450431.280	163639.817	341562.234	1034560.653	1542169.104	581956.950	851555.488	629429.357	940965.583	1259813.561	655106.877	788697.548	595500.662	1877545.656	796448.932	723899.062	1152518.980	643156.634	886681.213	944424.011	1585914.676	949357.131	906671.300	591582.549	2042390.215	961365.653	63748.543
1529233.162	771880.515	1255076.347	1181258.490	894528.236	874539.692	1030804.510	1118328.049	854072.952	575678.715	673310.675	677615.971	1295817.005	1740147.938	777054.274	390995.240	1522729.712	175358.676	312222.666	1133850.870	1458754.955	544975.521	832083.703	522677.758	1037499.238	1311321.316	770243.854	743542.072	652581.700	2002403.871	855104.928	785203.640	1012238.210	636122.542	897257.032	1094000.272	1466663.681	1050888.693	875738.264	513980.782	2083561.248	973935.292	65615.190
1506451.034	807274.646	1317212.368	1116871.868	915636.682	921240.817	1182254.986	985354.404	859803.578	537979.993	742920.418	684873.735	1270910.767	1613250.453	785456.621	467976.896	1517127.120	183935.331	259733.841	999137.214	1452904.010	559039.077	905957.093	566724.131	981528.846	1185458.891	689797.599	786247.956	659054.299	1927268.664	811377.866	685347.302	1076479.830	634030.826	878789.455	1049907.622	1550933.952	980063.410	914367.152	603196.514	2043869.534	966286.507	62968.851
1514762.369	777512.416	1230120.747	1217655.287	846543.698	897661.183	1028677.314	999562.961	890023.949	619689.608	775858.787	725901.310	1345270.064	1548771.278	787742.700	353904.288	1601005.580	176204.001	281264.950	922300.558	1537669.444	603953.913	815521.193	556322.621	939546.424	1217059.858	720246.270	710310.615	621216.746	1922492.886	942066.973	729910.434	1136184.770	590613.819	901239.932	1004557.783	1480734.950	1109637.243	950887.354	628803.076	2110580.799	969999.760	64129.905
1469738.011	877920.992	1271284.067	1138318.136	911157.076	853050.233	967257.043	939767.010	856346.692	646278.784	722749.851	725313.593	1275256.170	1605460.505	758173.291	402741.865	1593911.328	174379.147	305001.924	924946.055	1515524.396	582083.440	934847.774	574096.044	943515.441	1201166.821	646972.937	837544.379	641217.631	1790663.824	859075.487	718473.864	986721.116	671765.026	955059.990	1392227.255	1478728.074	1012147.198	846270.664	642832.696	2119486.021	969987.118	62543.164
1502509.783	773224.088	1217494.861	1157246.938	912698.097	815175.659	937703.060	960093.376	916853.765	608253.039	810066.687	670605.018	1298113.883	1673465.981	741479.664	386241.057	1581772.892	172702.380	273650.854	946372.269	1524876.961	564871.511	842799.895	654238.414	952419.120	1357207.967	684068.517	810799.405	653647.612	1694807.354	861665.452	719748.022	1008227.543	613786.216	887247.334	1536884.279	1547338.236	1006186.731	807846.937	625250.551	1871978.542	965405.365	62091.682
1415820.772	813349.263	1168586.326	1009836.437	846441.888	865217.977	860707.520	985923.610	829493.738	516575.375	786181.626	621981.858	1330233.151	1637741.741	719041.528	396580.864	1477102.212	178883.434	263082.748	845499.382	1476627.102	597691.103	793524.230	521783.071	944541.246	1277594.697	607251.914	822902.362	617826.191	1665440.021	892269.922	661886.446	988937.780	656553.802	921930.343	1438761.783	1559851.515	1040789.527	792347.254	517332.774	2048842.760	936901.641	62954.194
1454910.886	820067.129	1278162.360	1112932.160	1010442.665	894016.105	995786.765	968748.703	890475.920	605641.478	751776.278	717414.123	1369715.076	1551972.098	703339.769	429448.275	1527210.861	172199.504	344644.277	1055639.790	1606797.908	576806.329	845406.828	589277.959	911761.761	1244562.231	638121.705	808783.273	561601.275	1619235.601	830004.326	627377.747	1003058.411	681276.476	870609.239	1300069.854	1550119.478	882366.661	797184.735	700159.002	2172908.098	962732.515	62633.609
1518245.479	732805.826	1317786.202	1116935.113	936490.604	915516.362	924329.030	959743.214	893730.730	528031.998	747356.832	749721.583	1184317.394	1668815.151	656660.239	359468.317	1577123.604	194145.562	258077.127	1000246.317	1496732.881	518859.912	722643.415	501240.746	939257.964	1314949.426	687203.007	776759.645	554957.452	1579347.981	756723.281	766256.326	943364.270	668476.280	880173.135	1227791.475	1541803.516	1002197.661	837590.656	615766.868	2085669.933	942861.281	63460.602
1435633.464	835105.585	1400052.682	1108798.088	837163.366	852718.581	998577.263	1097333.753	817756.368	544586.795	765557.545	605346.848	1258690.575	1620421.833	575581.533	383811.519	1445556.778	187763.975	267418.895	1002092.766	1512980.708	582882.488	900824.982	552126.847	835171.916	1248870.612	660661.650	759846.973	601596.875	1653275.361	820847.666	656654.069	930351.200	623504.369	807908.640	1004755.232	1467405.654	1001572.922	878724.668	556936.562	2081353.839	931176.133	62362.477
1531519.242	836031.124	1315538.686	1177113.620	886182.965	854416.944	1045221.313	1057210.120	873555.536	586117.245	738467.036	652654.201	1312276.163	1517693.241	696213.123	399801.738	1501630.522	166663.242	302029.404	974260.284	1423275.983	615399.738	918380.903	582254.665	910786.860	1227430.515	660581.437	739458.905	626990.563	1569122.324	944263.584	732528.165	933033.718	612999.508	870653.973	1002418.247	1572384.847	1072834.751	759359.523	607876.653	2025300.148	947120.262	59987.006
1574041.561	920025.276	1554602.169	1119828.963	934435.909	869446.145	1022756.954	967787.685	840893.286	635497.804	772841.532	725355.242	1225107.414	1726861.834	648148.371	347997.811	1424746.047	153918.578	330281.463	1227536.952	1508224.983	564166.559	944490.341	508512.393	1036960.883	1257410.247	718364.342	739079.434	615685.112	1558888.955	926173.936	691397.238	1074516.146	690817.234	917166.905	965262.508	1473828.891	1032643.246	910998.192	588261.409	2150332.673	973055.918	63437.280
1609755.003	839560.510	1491771.995	1225633.428	893167.694	812335.798	1025333.035	1073374.649	969729.773	607086.860	771582.800	666731.640	1311367.593	1685376.118	667205.207	403850.968	1570441.217	206189.902	242162.495	1175770.047	1421580.705	573241.463	857958.671	630058.723	940158.822	1282540.157	682940.902	790553.252	611404.497	1720872.058	931844.402	659095.948	1094550.967	634633.968	883725.660	1048127.504	1438106.194	989726.031	815686.247	611876.521	2021152.194	972884.430	63315.197
1483749.120	844786.717	1278492.469	1055939.048	927463.520	889323.625	1020048.211	894636.215	898008.260	600625.060	788625.047	717162.685	1317536.306	1697668.810	670330.442	386023.556	1412130.958	191264.053	296897.293	1061674.301	1447574.451	530277.971	807914.810	561056.750	924552.702	1362645.505	627491.897	643554.616	701369.914	1622491.954	805830.806	730269.851	1009970.641	599190.475	1015513.073	1077380.687	1512865.015	901897.064	805637.985	707581.820	2012793.040	947323.091	60600.042
1435361.972	871900.365	1328368.191	1081972.900	946196.417	806433.948	952755.399	1070911.174	912204.477	633353.640	713520.691	674905.686	1203013.270	1695112.782	683994.473	416072.703	1596357.834	196278.928	317607.757	1083646.582	1547125.362	609758.581	907606.094	581157.902	881812.881	1428406.551	667481.326	727591.960	680627.056	1512886.611	868819.864	722290.167	960185.930	607336.756	959673.799	850568.247	1616263.080	997910.875	829452.088	579883.744	2182317.738	959490.873	63181.805
1533601.703	867244.906	1233117.949	1159114.983	962535.255	910783.775	919749.157	1074630.296	880680.639	548037.510	776883.050	761853.849	1345614.056	1692957.820	715046.287	401796.273	1535926.347	187577.325	271844.511	970878.984	1421637.780	629986.223	756610.674	629285.899	965009.528	1499222.579	637786.969	800222.043	600783.944	1617961.443	849639.624	695446.469	985130.732	666302.807	1030383.390	900909.823	1596274.536	1109075.750	827767.609	602124.432	2221781.153	970566.295	64391.459
1488723.889	775417.614	1193228.786	1130147.174	874135.540	986696.435	916207.430	1031861.166	887204.142	544279.824	739886.195	722743.681	1186606.559	1638750.578	602769.224	410571.919	1456485.844	141061.308	252503.844	976092.850	1477197.850	588489.709	872127.122	633396.832	860428.316	1423209.653	659100.576	846568.379	624317.300	1812315.252	867181.661	732966.253	985874.248	636637.759	939944.405	852791.082	1397572.239	1055106.063	902230.258	528997.643	2139489.991	946129.673	63093.125
1552086.248	736182.499	1250343.761	1058345.448	913904.382	851948.842	962254.508	1016620.634	904943.628	604458.331	701369.914	718663.599	1215751.763	1642552.998	731955.873	369192.640	1434797.394	191567.938	265174.464	993684.250	1515862.217	548393.843	893607.325	570770.276	972831.870	1589009.059	739597.735	764267.961	623148.037	1573584.962	746605.604	621101.054	962569.191	571171.343	844296.182	851442.881	1495179.519	895313.401	808923.647	559848.923	2170538.719	937411.289	63882.683
1586894.204	789039.997	1522976.522	1003977.779	909059.189	757602.542	1043180.501	960593.167	895361.220	581000.560	732919.976	754667.043	1247622.678	1541248.193	747537.312	372792.984	1528446.454	151569.254	262920.778	965600.330	1517890.689	544600.678	807617.095	559093.066	969879.402	1333475.620	645106.435	782106.172	603529.708	1480352.394	775818.681	734013.654	978573.293	608473.625	957245.803	880245.636	1475990.023	1043843.803	863764.882	676654.954	2134920.917	944590.420	62617.250
1483906.461	780923.025	1763780.018	1175999.889	870905.411	881399.474	1038551.266	1021823.702	868508.266	611136.091	765593.024	672110.560	1260760.696	1587045.376	696455.305	404387.780	1456425.684	180239.348	303667.606	1033184.686	1484196.463	543036.518	791560.546	629617.550	973445.810	1439957.270	737191.336	778493.487	626896.467	1580018.996	807857.735	758603.666	1043444.279	645381.011	901955.682	882522.460	1632962.878	984589.292	814530.867	591969.733	2187698.201	968115.461	65057.780
1520357.249	839614.500	1614965.784	1036501.199	888407.342	852047.566	1034173.470	1040982.347	861896.837	519415.235	817767.166	716528.691	1386928.548	1613387.741	613437.596	429451.360	1432574.559	154358.209	310343.823	971627.127	1548843.778	593530.808	736242.659	607680.747	1023903.079	1445800.503	665145.884	772668.765	645760.482	1678578.038	767359.260	703875.038	978164.513	564834.490	884760.721	839875.193	1578035.259	990150.236	797430.002	541389.059	2051651.769	952937.723	64837.209
1583426.520	818916.376	1336489.790	1115468.135	994921.386	913811.828	1051869.764	981439.377	853219.915	574676.048	739815.237	736194.839	1314949.426	1672736.348	748647.958	361583.172	1536691.459	165879.620	280751.276	956402.021	1467695.656	622142.285	787676.370	586117.245	899785.294	1375083.199	663361.137	768935.760	672904.981	1589425.552	873577.132	661960.489	964440.322	582536.954	839216.519	860747.627	1479772.390	1107601.059	850122.446	484018.019	2079487.337	950109.714	62991.031
1565862.887	879084.085	1439349.500	1031976.859	935697.727	903356.330	887461.750	989918.851	909958.504	519314.969	744118.991	714802.562	1356985.838	1583108.752	728080.953	371100.792	1405678.413	220947.612	322482.260	1198857.602	1489933.259	583050.628	922939.180	621628.611	990588.324	1330438.312	757870.949	786318.914	622440.000	1817323.957	857414.146	741637.005	1032910.110	595142.787	878118.440	936061.772	1598596.095	957946.127	777132.945	559105.407	2128719.809	968133.220	63801.475
1516581.052	894929.303	1378280.934	1127196.249	925266.909	791568.259	983902.852	995566.178	928600.390	570475.646	728571.488	764021.151	1303154.982	1656940.493	682385.579	431427.385	1547694.568	201343.166	290565.068	1152139.509	1501744.671	615490.749	879216.746	568465.685	884100.503	1396998.406	574464.717	686499.597	573278.485	1780222.208	849024.140	806878.207	940001.480	635255.621	836049.635	853580.875	1503580.323	1106201.953	823483.908	654815.333	2126915.009	962606.815	64215.421
1532625.260	781311.751	1418301.214	1121339.134	915254.126	826036.852	1009336.647	906432.202	882803.207	555070.060	719104.773	760436.233	1351663.992	1632484.683	790369.687	303578.138	1500792.909	170542.791	293443.492	1052338.703	1519946.927	593233.093	916358.602	598578.077	882411.396	1406168.949	718541.737	806500.279	762328.959	1648221.921	889456.285	730680.173	1001719.466	678829.969	891790.185	889180.167	1479183.130	1066618.218	895867.181	641675.773	2033923.081	965231.205	61652.836
1449518.082	842816.863	1325998.812	1149797.897	957205.696	800166.511	950231.765	875360.336	805546.974	603603.751	744888.730	698244.680	1272326.841	1649229.215	687759.872	370099.668	1381177.869	179190.404	252858.633	1091117.220	1493238.974	615210.002	953373.967	611896.575	1023761.163	1442092.179	654912.514	750960.262	594956.137	1625347.240	838125.926	659592.654	937156.992	591668.933	898508.051	788685.207	1405309.740	1086552.773	911650.696	598872.707	2141155.960	944150.450	62186.744
1639443.189	850125.531	1375809.746	1178467.991	845820.235	859314.585	989974.383	986773.563	844431.927	627775.729	781390.422	728249.092	1484083.856	1716039.205	725821.096	409712.711	1430280.766	166387.123	301123.918	901060.994	1444526.345	616653.842	966990.180	590846.746	909705.523	1355227.315	634422.637	730943.951	729970.594	1776254.733	866311.655	728514.413	941470.001	608055.590	927549.903	875730.551	1499424.655	1003852.832	862483.011	598227.915	2244592.589	969605.879	65540.064
1542076.550	802201.153	1255704.171	1169971.549	898631.456	813816.660	1021595.403	949423.461	863697.009	604169.872	721157.925	675161.752	1328582.607	1519380.806	735702.761	386105.312	1445822.099	119900.415	300366.520	983791.787	1431531.786	614930.798	854845.777	582229.984	1001062.333	1328314.201	580738.324	778400.933	603273.642	1622430.251	866166.654	738792.517	972254.951	588085.557	835556.014	852914.487	1538625.834	1017324.043	805820.008	546689.309	2148754.630	937707.349	62318.257
1529512.366	818822.280	1229594.733	1149032.785	871787.757	824443.383	952969.816	949212.130	860508.529	645550.693	809347.852	721014.467	1330296.396	1618802.141	737621.711	364521.756	1342177.224	153273.787	321232.783	951242.144	1410770.417	562920.168	894324.617	514812.224	939648.233	1261784.958	683442.236	774182.020	649363.912	1587619.209	901636.371	764764.667	872315.314	657628.970	840106.578	822493.582	1459984.379	977826.692	801479.233	567466.104	2148498.565	933513.004	60196.128
1510008.187	789894.577	1308988.959	1096090.446	972925.966	818075.679	988954.749	978650.421	849854.040	599677.925	750998.826	654954.164	1281833.662	1720997.006	640012.889	417448.670	1465138.085	169180.707	265300.955	902842.656	1567442.472	560427.384	877928.705	569082.711	967793.856	1283467.238	678175.922	753180.011	622753.140	1694026.817	840274.717	627454.875	1005085.340	655150.069	870138.757	947751.322	1519558.201	1046658.983	754947.790	562255.323	2110298.510	943797.090	63820.693
1482302.195	765983.293	1324394.546	1069012.278	927650.170	967611.833	983028.218	1144506.902	854830.351	651813.503	748367.212	723642.996	1255843.002	1634076.609	672263.274	406400.826	1470479.984	211619.727	272173.077	1007886.637	1471582.918	539073.671	983714.659	530932.018	1022309.610	1232997.629	697729.463	669289.211	679391.463	1527164.584	856146.158	806876.664	949728.889	630995.060	864079.565	907829.765	1482183.417	942082.399	827173.721	576217.069	2170122.227	949792.849	60892.377
1494045.735	903104.892	1288671.849	1137270.735	935532.672	807725.074	1073232.733	1135964.183	827716.704	665641.047	778599.924	694274.120	1252813.406	1556990.059	773345.951	370213.817	1453570.398	182722.876	270136.893	887777.976	1581242.250	649766.521	899549.282	549993.481	898831.989	1411641.966	688876.689	807286.986	727095.254	1605884.710	931858.285	644487.867	1021134.176	625264.434	888614.046	906874.918	1458699.423	1063422.026	770803.805	588485.081	2087332.817	958451.147	60803.649
1623718.292	803145.202	1241523.380	1096644.227	928677.518	847128.329	969982.754	1083592.593	777874.919	606189.088	720062.705	741572.217	1380492.971	1639225.688	644642.123	418707.402	1468875.718	170590.610	327384.528	884688.220	1437831.617	511538.903	931006.789	522762.599	899365.717	1624946.173	636329.246	810603.499	619410.404	1539383.233	830713.906	640060.708	978312.600	700165.172	888149.734	1451122.349	1540183.824	1033914.319	854676.095	701081.455	2174989.016	968323.557	65205.929
1627935.662	810822.543	1260793.090	1234810.141	881522.879	844988.793	1170958.790	1138685.266	917654.355	565880.348	724866.249	701396.138	1338311.558	1643460.026	721449.470	359821.564	1480566.810	195290.145	257716.167	902987.657	1468018.052	636653.184	940459.622	570461.763	991267.052	1695444.433	700416.610	809543.757	610569.970	1942734.410	832560.355	657297.318	1081454.599	671110.979	865946.068	1461840.083	1452300.868	1006976.524	821728.470	655577.359	2062253.812	993037.389	67314.062
1493720.254	779340.354	1268229.791	1102870.015	1004238.473	924096.103	1123113.082	1098345.675	846213.589	599920.108	754278.317	705911.223	1392026.722	1612860.184	788868.772	418334.101	1543688.529	180014.134	253080.763	929189.649	1446909.606	630742.079	882121.394	584349.467	957842.775	1591318.278	727437.703	828239.633	612087.853	2122060.560	864690.420	725592.797	926507.130	653408.515	929768.110	1064969.217	1396310.422	946651.473	843538.783	746445.177	2158253.740	986770.365	66250.138
1414716.296	852740.177	1261761.820	1138353.615	988920.812	868082.519	1152781.216	1203455.986	933670.797	594120.067	775351.284	710446.361	1364869.883	1743654.186	852704.698	381997.464	1445195.818	173944.144	295214.356	957429.368	1615070.678	658329.294	935111.552	594029.056	1090382.959	1503182.341	704098.710	969870.147	656091.033	1927015.683	968727.107	791904.538	1089727.370	691693.410	913572.731	1040448.620	1478107.963	994336.754	916377.112	697727.921	2226280.812	1013938.943	65020.583
1639757.873	823079.757	1306115.162	1176487.339	816779.925	891925.930	1142911.891	1073515.022	893379.026	673989.403	681484.722	749345.197	1317789.287	1638107.329	691796.762	359218.421	1436360.011	172342.963	222607.411	1009817.927	1459813.154	640512.679	960622.476	584056.380	1021003.058	1437830.075	611037.367	889416.179	641711.252	1795846.839	814430.600	683972.878	1005804.175	616700.119	923540.780	935574.321	1512846.505	900872.802	843989.212	612493.547	2107821.152	968700.168	64393.909
1624022.177	893883.444	1281909.248	1118213.899	937963.753	801755.352	1104417.207	1018454.743	926579.631	652810.000	712868.186	686589.066	1250928.393	1738500.479	743916.915	397566.562	1520273.950	184259.270	294456.957	1039600.210	1424514.662	580716.729	848828.235	638953.147	931998.658	1484583.647	722166.762	898756.404	639232.351	1687150.066	875292.463	702338.645	992630.679	582885.574	876393.854	947863.929	1605375.664	978272.493	835054.681	666167.061	2084898.651	973976.678	63212.170
1552814.338	845170.816	1245011.117	1080063.206	1041185.966	815485.714	1023825.950	1132454.850	800527.471	545964.304	700489.110	721691.653	1297270.100	1770883.525	657217.105	360796.464	1467697.199	202194.661	292220.239	938452.746	1399804.329	654071.817	850144.042	658232.112	976055.828	1491665.558	744877.932	824716.417	552862.650	1699658.718	894315.362	710424.765	945622.583	619845.407	931673.177	1034267.566	1555391.962	999135.671	889701.553	543112.103	2125255.210	965664.666	63945.154
1512744.695	881848.360	1284323.361	1080575.337	893025.779	923543.865	1146111.169	1008338.608	886199.933	576229.410	746974.276	710273.594	1325082.529	1665730.023	718214.713	385730.469	1413787.672	196590.526	255277.374	920994.006	1477631.311	662600.653	900209.499	814265.546	1035552.522	1460983.960	705986.808	796597.018	552217.859	1671133.624	941871.068	724317.096	996508.685	684012.984	904132.239	920099.319	1607556.849	993488.344	800141.830	706750.378	2157437.723	976709.537	62244.512
1597247.894	908042.639	1153470.742	1087452.088	936078.740	782274.311	1052519.183	980573.998	876136.245	563688.365	764072.056	691830.699	1349729.617	1604024.377	692449.267	416427.492	1419905.481	167045.798	265722.075	1111644.119	1387988.289	567572.541	867974.539	617559.327	1051820.402	1379214.185	680582.322	821026.604	698428.245	1571510.213	796883.935	668338.991	1004156.717	549862.363	968259.710	906433.745	1532833.506	974707.628	825347.326	694297.258	2165144.373	954884.815	61688.548
1441959.518	866796.020	1226191.836	1063580.910	921387.360	881121.812	971102.655	1075322.907	855919.402	582296.314	694440.717	698867.876	1311907.490	1515854.504	775567.243	419981.560	1422686.724	210897.808	287304.088	1001338.452	1392262.734	612421.046	931406.313	613776.960	944464.118	1429649.858	799466.187	788239.406	663501.511	1740862.145	850230.426	678524.542	982440.501	634249.870	917404.460	945931.096	1564707.506	1071728.733	792439.808	634172.741	2235099.650	962134.264	61528.687
1623150.628	792843.960	1247178.420	1114368.287	822285.336	886741.373	1045412.591	932177.595	861645.399	649987.108	764954.402	751029.677	1352993.682	1648744.850	764386.739	396172.084	1407438.479	177592.308	260361.665	1284633.416	1526561.441	615435.217	933362.285	625503.532	869739.232	1397882.295	647488.154	755634.231	565382.100	1732680.385	904541.019	640645.340	979467.980	668735.430	845744.649	926300.427	1597985.239	1004309.431	777868.748	577597.664	2057070.797	961805.697	63727.222
1501928.237	864892.496	1144746.000	1170175.167	868972.578	859135.647	1004386.559	972986.126	938232.159	639047.244	707587.990	716090.603	1314184.315	1608070.523	688665.357	440292.500	1518870.217	174519.521	291910.184	1055482.449	1586494.680	592356.917	795071.422	637367.391	1014789.610	1419572.287	589325.778	656115.714	600930.487	2044892.254	792737.523	633216.352	907748.009	626877.956	869517.103	806032.882	1599757.645	969702.007	837960.871	647472.728	2085200.994	955934.548	66253.501
1436720.971	797305.055	1298957.665	1115340.102	892192.794	856172.382	935575.864	972091.439	923329.448	724417.363	708479.592	733151.360	1280909.667	1608587.282	661713.679	365979.479	1356353.387	147847.047	221842.299	1025351.546	1405496.391	569186.063	767595.272	574281.152	986841.436	1384949.438	677475.598	759274.682	593069.581	1841974.130	842374.147	658241.368	995772.881	618861.251	856757.014	836632.724	1490349.751	915053.592	772753.606	619823.811	2033785.793	933240.685	62033.989
1522721.999	856692.226	1393686.521	1087791.452	956605.639	833971.801	955229.672	986728.829	875715.125	661604.157	679036.673	802253.600	1333052.958	1658307.205	745925.333	394947.289	1487124.250	157853.659	248591.901	1102399.533	1489359.425	616434.798	924231.848	609917.465	916006.897	1463635.628	673103.972	725788.703	697957.763	1597661.301	839253.540	789871.439	953128.700	590130.997	993152.065	910941.117	1539514.351	949583.888	855157.375	698503.830	2052399.913	966487.191	61552.716
1569818.021	879300.044	1349279.188	1149433.852	890674.911	874754.108	952783.165	1110761.772	811191.216	661670.487	690357.550	876293.587	1367248.516	1666897.744	698588.671	346728.281	1476360.238	156608.810	235099.094	1116449.206	1499137.738	607668.407	927070.166	634846.842	1102521.395	1473251.972	689985.792	834632.018	666285.839	1702004.958	931426.367	699768.733	894878.398	595847.739	953367.797	986974.096	1626803.420	963524.039	951274.538	656962.582	2124443.822	985438.418	64375.757
1687799.486	794309.395	1335582.762	1184278.830	942952.405	871636.586	960756.679	900701.577	872667.019	642194.074	772648.712	753386.715	1279063.218	1625786.870	828710.115	409430.422	1646804.305	169014.110	286489.614	1164003.369	1482274.429	639803.100	925428.878	540552.990	923040.989	1381126.965	668564.206	776232.088	735840.050	1775232.013	880797.874	623524.422	985718.449	643142.751	880014.251	924884.353	1501844.938	975827.529	861427.898	643517.594	2111825.648	975825.309	64149.621
1543164.057	920393.949	1318822.805	1200872.191	871812.438	928561.825	1035140.657	1118867.946	912630.224	643806.054	778760.350	686277.468	1292455.758	1696208.002	746264.697	373420.808	1421593.046	143443.026	297856.768	1059179.975	1336722.717	693212.836	900684.609	533060.756	1043189.756	1346994.651	657601.203	841720.100	603864.444	1809657.414	943921.135	715644.802	1019145.811	621209.034	937619.761	914266.885	1477597.375	1033127.611	898114.697	917185.416	1987638.448	981017.354	60514.868
1541695.536	807268.476	1428270.806	1058913.111	946029.820	870313.066	904888.096	965493.893	867104.533	636210.468	761516.027	721136.329	1311878.181	1582743.165	770189.865	390401.353	1554648.446	182853.994	254941.095	1037548.600	1427700.057	558255.454	839011.358	585014.312	990054.597	1332002.471	675217.284	729677.506	693843.745	1820271.797	915281.892	715445.811	1004745.976	641934.923	778104.761	911402.344	1440345.997	998683.700	835810.537	795296.636	2130174.447	961276.109	62702.141
1640820.699	775755.436	1559720.397	1222716.440	842824.576	837317.622	1018052.133	1047402.499	910780.690	638303.728	776977.146	771261.947	1260351.916	1712469.712	775036.601	362436.210	1532930.688	196428.557	230846.245	1015739.830	1459867.144	697967.018	953193.487	693049.324	1071816.659	1347821.465	677986.187	737541.498	704859.194	1844966.704	862958.121	653448.621	973211.340	691224.471	909844.354	866615.540	1445464.224	1053568.127	895904.203	713873.938	2041333.559	985968.006	63613.986
1594266.118	916212.058	1304466.161	1138646.702	905017.671	866330.166	928335.069	933970.055	911391.546	579771.137	754270.604	763851.469	1312888.561	1653432.702	724377.256	361732.801	1429086.822	131921.616	305038.946	1007379.133	1633749.586	593746.767	931949.296	638084.684	1015634.936	1363350.457	688102.321	782496.440	635650.518	1672602.145	886813.873	653676.921	933899.097	722262.401	907686.307	847373.597	1515701.791	945653.435	835815.165	647850.656	2102277.177	962847.906	62786.100
1600859.036	804275.901	1320713.988	1181153.595	976916.579	824788.917	894964.782	975543.697	880202.444	544262.856	730300.702	744823.942	1269611.928	1714826.750	665483.705	431277.756	1420888.094	176728.472	320339.638	1178267.458	1487705.796	602027.250	910681.966	591161.429	986969.469	1262648.794	701525.713	763317.742	706261.385	1641957.569	874589.054	728261.433	994002.018	613230.893	872995.585	886417.434	1483067.307	1044309.658	891888.909	659058.926	2231642.764	965608.569	63082.487
1621850.247	846298.430	1279111.037	1172010.818	973916.292	870101.735	942861.394	1025700.166	943486.132	594656.879	641726.677	728117.974	1340529.765	1659875.992	613062.753	414943.546	1347437.367	177234.433	235842.610	1041327.882	1572167.346	627558.227	809528.332	563165.435	964373.991	1419144.997	658466.582	713949.524	639921.877	1639615.957	844829.909	683439.150	960008.535	610144.222	980246.975	862118.966	1583906.258	983520.296	823960.561	617531.561	2097705.017	954277.948	63966.493
1555885.583	800657.046	1334697.331	1137411.108	911183.299	861000.607	992764.882	939811.745	984416.525	636414.087	703142.320	728608.510	1313541.065	1620731.888	675061.485	363471.270	1416369.924	175426.548	343465.758	1044895.832	1595668.308	582936.478	808942.157	513487.162	988178.839	1338006.131	683494.683	712430.098	718642.003	1623240.097	825350.411	650112.055	965632.723	602881.831	912884.748	921882.523	1467848.370	1016099.247	860328.049	648584.917	2107562.001	953247.552	62072.988
